balance_id,company_id,year,month,cash,inventory,accounts_receivable,fixed_assets,accounts_payable,short_term_debt,long_term_debt,equity
5403,5,2025,10,687885,334191,134567,1609808,138090,299755,237206,3655089
5404,1,2023,5,967295,358760,51949,323823,136795,348611,1842993,3049248
5405,4,2022,2,113969,364428,273592,2388506,155520,148741,1539775,4786178
5406,1,2024,9,241037,459427,302886,1031368,118333,370995,1405507,3944583
5407,2,2025,4,993639,60142,110784,2619533,279673,353311,1754747,1474455
5408,5,2022,7,467729,235631,390148,1060803,298093,196315,1596524,2356687
5409,2,2024,12,287548,147024,221603,2136297,200075,339414,1244272,2366106
5410,1,2021,9,564946,258441,124979,1720372,90387,347620,915949,1528120
5411,2,2022,4,488026,487369,207738,332558,239785,114514,1696605,4139370
5412,4,2025,5,971960,236372,100076,2595667,264319,265910,1061870,4143288
5413,1,2023,9,332676,498701,278997,1398442,216178,101547,532792,3960740
5414,2,2021,7,607250,273577,233603,2789761,210315,77250,1721065,942733
5415,5,2024,4,933673,240711,249177,1286327,187563,238235,1658942,548963
5416,5,2024,1,586818,353404,160338,2197355,140004,83924,304661,1027437
5417,5,2024,11,193363,314752,208151,1825909,208110,123450,1489646,3971236
5418,3,2022,2,174217,168625,205111,304945,107200,379952,335621,1607298
5419,3,2025,10,514783,158062,138857,2235143,241869,198869,1484193,1839178
5420,2,2021,2,528421,437575,304132,1759716,219330,352978,1486742,1196150
5421,5,2024,8,605064,361206,382518,661251,129055,84509,1493314,2773035
5422,5,2022,1,639804,270327,186554,1469677,214844,97386,466188,3818906
5423,5,2022,11,579994,230204,294499,2501220,248784,398141,1906278,1606043
5424,1,2025,6,773882,137243,385642,1318613,170136,313243,1608468,2214214
5425,2,2023,12,618557,183914,92361,334781,257829,206480,1098594,2137920
5426,1,2022,4,460988,53419,327786,1196739,124687,297307,626251,3872225
5427,4,2021,6,821488,52286,323466,1968193,131271,231919,1372166,4443306
5428,3,2025,11,832832,286833,344909,2531374,180438,176916,1720545,1086033
5429,2,2024,2,213607,161731,64221,1178617,158672,347031,965095,816179
5430,4,2024,3,584049,261102,111796,2447969,140092,184581,1605532,4463657
5431,2,2023,11,453704,79794,152817,1711131,279622,313734,1401444,4412190
5432,5,2021,2,697462,200963,71635,939924,119267,121607,1430185,2411651
5433,5,2021,2,957154,162723,56331,1109800,151336,202072,1603124,4986664
5434,1,2024,8,856832,493517,292311,1127877,61308,352459,777023,2171392
5435,4,2022,3,944645,141111,357321,726210,255484,173689,1416104,1477146
5436,2,2023,2,626766,341785,175106,2947780,60589,345282,1766697,4339492
5437,5,2024,6,445137,270445,103578,2535169,278624,262666,1529365,4172846
5438,3,2024,11,435363,465190,386283,1081763,218585,86670,1695081,541675
5439,2,2021,6,918609,300532,365147,1663589,196579,160226,918927,3187086
5440,1,2022,10,100746,235436,59125,734656,63824,394291,1580413,3493475
5441,1,2021,3,160446,387511,318426,2110007,166489,134511,262095,2070528
5442,5,2023,8,677772,223834,307667,1764455,246406,197694,699892,3977533
5443,5,2021,2,617208,310953,220138,2770835,224437,307571,1785488,581779
5444,5,2024,8,699928,382711,239729,912181,196075,335554,965589,2958815
5445,5,2024,5,720482,266602,304614,565469,276239,327986,1634010,3439754
5446,3,2022,11,449095,134597,127179,2526956,270685,365518,1684681,4696657
5447,4,2021,9,646869,256850,122333,1582634,161175,208111,1112755,2768607
5448,1,2022,10,714065,450698,249444,544302,152155,393137,1052531,2165318
5449,3,2022,2,825907,377086,348184,2605907,108270,193790,1619895,3122549
5450,4,2025,5,220696,234856,370561,1846452,128967,157140,1211695,4326583
5451,5,2023,1,915998,430935,349126,429937,116687,235955,1322103,3855000
5452,3,2024,7,904632,426045,353630,1044644,137486,194770,1836526,748191
5453,5,2021,6,255932,479537,148840,2417936,222783,361882,1266182,857384
5454,2,2024,2,789453,400067,219073,546231,207227,380962,1926261,1031434
5455,5,2023,1,761041,129928,293366,1426689,74203,151242,1897883,912949
5456,4,2025,6,396758,141215,94449,1444064,182190,100406,1616430,1354972
5457,3,2022,1,743845,151877,355797,2645983,251014,108481,1135317,615691
5458,1,2023,10,803057,61642,323306,2021231,236956,299581,1211522,3942164
5459,1,2025,6,887394,397769,272822,2091295,222544,269306,412855,3776217
5460,2,2024,4,983842,90319,124000,651928,65095,55061,697931,2521395
5461,4,2024,6,404927,309088,338814,936973,162183,365163,1959196,3701130
5462,3,2021,6,649040,50828,274563,2870554,213246,266188,1051669,4268389
5463,4,2021,7,224461,471400,77068,2691235,251616,266648,1637773,1553168
5464,1,2025,8,482075,316614,214466,2266858,50625,145078,464677,3142889
5465,4,2025,5,482393,336036,57700,2473481,53235,128988,1446348,896593
5466,3,2021,1,656555,201757,279572,2304357,161066,185811,1161982,2027891
5467,5,2021,1,623438,430013,259230,1231455,289669,290061,1009453,3532409
5468,4,2024,5,387910,92947,338693,2366119,58569,396219,1639556,1063612
5469,2,2025,8,556880,246407,373878,1797654,273794,266296,1573840,2302751
5470,3,2025,5,446133,169259,109750,1505982,52298,336072,490804,3227628
5471,4,2021,6,428982,230936,372976,1503907,158475,172227,522784,3670023
5472,5,2025,4,763478,114932,67467,1225227,178160,197285,1318817,3743414
5473,4,2024,9,153814,54198,183341,2276487,253129,79806,656206,2837606
5474,2,2024,9,459921,329470,103925,990243,134282,246029,1270480,1273338
5475,1,2024,7,113784,83862,136942,2060467,66315,190038,1812461,3217665
5476,1,2024,7,573484,347471,79906,647061,146464,98051,1767601,4255345
5477,3,2024,12,659325,284769,165307,1356163,207932,259135,763302,3686218
5478,2,2023,2,904902,299858,136161,1793711,180401,179742,1143505,2658240
5479,5,2024,7,331524,86177,168847,513835,197263,70636,1812074,1821195
5480,5,2022,6,775599,389636,331194,744174,280626,320599,362999,3490520
5481,2,2023,12,957986,466105,144510,2955516,192746,367136,1758260,3278402
5482,5,2021,7,270103,83257,162067,1859035,261904,89917,1480068,3837231
5483,4,2024,9,353425,244511,242452,589969,154253,85367,1709601,4859488
5484,2,2021,6,495327,56365,108462,2235997,153176,122586,467394,1586427
5485,2,2022,8,534716,427972,273574,2505524,92347,260038,287737,3817757
5486,5,2025,4,519237,267136,176969,1537959,77863,103614,1758602,2036070
5487,5,2023,8,114995,458634,163177,1390535,76373,392758,1266119,878815
5488,2,2023,11,977693,331695,199686,2631926,55344,338559,1183415,2624080
5489,3,2022,5,623687,135573,96539,1396146,262196,269367,1235165,2472911
5490,2,2025,10,451989,264181,174792,551970,194219,120378,599223,978446
5491,1,2025,9,112230,95797,337264,1075797,247876,161794,264339,3731962
5492,2,2022,1,548681,80392,219440,1916784,65145,136213,855515,2190287
5493,4,2024,9,122346,247941,206606,1656384,267270,251351,1960685,1033783
5494,1,2022,1,528002,409427,287714,562600,106221,268121,415434,4289428
5495,1,2024,3,314780,372679,143309,2588266,87085,387825,1162427,3059077
5496,3,2023,11,655132,388705,310557,2657330,255019,294922,320217,2156520
5497,1,2024,9,255538,292081,129866,2399315,192218,81908,1591547,1929797
5498,5,2022,11,136418,381288,175719,2911828,247056,332247,1625887,2760646
5499,1,2025,12,970129,357356,191830,1961366,171550,232228,305959,2525994
5500,2,2023,3,670918,402334,274060,2528562,109724,132658,1639613,2944458
5501,4,2021,1,453866,477615,162546,2770790,124525,388884,1983016,4210239
5502,1,2021,2,182615,131387,98946,2223125,189150,133761,546992,2838960
5503,5,2022,12,823553,91187,247575,1514795,247608,190767,1777842,1197470
5504,2,2022,7,938313,181119,154939,1697553,126716,218714,1658245,1573396
5505,4,2022,7,661027,499895,391353,1197365,201065,235137,567163,4751489
5506,3,2024,1,511645,170688,367550,1854033,136702,176248,236529,4058873
5507,4,2022,5,432200,400420,365547,1798888,89360,281741,1048260,3702017
5508,4,2021,7,406538,65432,240649,2215195,165921,338064,333213,4612602
5509,1,2021,2,868600,248733,257438,2749131,68044,154935,1746973,798521
5510,2,2025,3,246425,482175,163801,2227154,110667,209030,888523,528061
5511,3,2022,11,735685,465966,256518,2314988,208073,396682,1959552,2044822
5512,2,2025,12,191398,427188,368386,2802510,284147,245245,770659,2884448
5513,1,2021,1,655040,414019,275588,1594585,113573,71250,910018,4905921
5514,5,2021,1,329363,328730,336220,2781620,296121,367892,1016841,3619893
5515,3,2021,5,128990,392522,163006,1232804,283788,393996,1325879,2417675
5516,5,2024,10,641502,294995,254017,415835,280341,370302,1764722,2036462
5517,4,2021,7,405248,334404,140173,1933442,289594,350575,782258,4440413
5518,2,2024,6,155881,434407,177182,2163996,251740,363521,659266,4738244
5519,4,2021,7,131415,208744,66165,2415117,218741,174894,1316645,2582454
5520,3,2024,6,312307,194870,377215,938674,242775,122528,697514,3720193
5521,1,2025,11,899902,418954,110971,1652922,280040,320867,372245,3829056
5522,3,2023,10,713190,343837,258245,2769945,220218,111811,486857,2898369
5523,5,2021,3,624264,273780,156633,2961054,191655,276434,389104,519270
5524,1,2021,8,790057,478822,288622,1841681,106934,130891,942989,4242669
5525,1,2021,2,790098,55519,107686,2777892,124500,186236,1155128,2079032
5526,1,2022,5,518745,113143,281298,1472835,104227,236219,1271402,4771518
5527,5,2025,8,648924,104465,330325,2269395,176958,364860,719338,2438925
5528,4,2023,3,327982,287853,382995,1051447,277162,355936,1745477,4297634
5529,2,2023,8,649023,269207,103373,1368083,81557,326547,1801972,3742663
5530,5,2023,3,974599,303853,223645,950490,171222,335177,1226878,1093465
5531,5,2021,10,780660,479320,97472,445430,124199,371970,1064840,2293385
5532,5,2024,5,215594,448987,286468,2992986,263512,99714,444125,1879293
5533,2,2022,2,851109,433233,146854,1042447,181188,166723,1887453,3895104
5534,1,2021,5,244649,226787,311359,2032214,262284,325916,733576,1175883
5535,2,2023,1,107329,493007,316609,454483,104038,305408,1999759,3386444
5536,4,2025,6,407259,375652,394883,2903796,95431,221942,313941,1714123
5537,1,2021,7,333433,74277,190744,2402778,240003,80930,1389674,1695237
5538,5,2023,9,533972,149888,257946,2131370,299132,330207,1344532,1440759
5539,2,2024,1,501868,85255,396553,1642881,63637,173840,612238,3699267
5540,4,2022,8,967730,465297,249659,1824015,156464,191096,508732,725405
5541,5,2021,10,254385,314290,65833,1509350,68834,226487,1174963,2792128
5542,5,2024,5,385573,460547,267041,766662,295189,65263,1724098,2943785
5543,1,2023,8,652998,248668,206237,773971,123383,59295,1017458,1424322
5544,5,2022,6,149812,330939,152672,1116680,260779,178322,977517,1000463
5545,3,2024,2,589863,354007,101207,646099,249955,146324,1492906,3086434
5546,5,2025,4,287682,454369,360594,1460968,227003,162756,1902882,3894273
5547,2,2021,11,289878,257239,362709,1861348,293484,340437,1263453,2848565
5548,3,2024,11,603457,292396,138491,1506692,56060,215968,1454744,4865213
5549,4,2021,6,262177,406981,71276,1741724,210946,321120,969318,1401332
5550,4,2021,11,271179,98377,109563,1512553,266445,325296,1362341,1627721
5551,4,2023,3,899549,315818,358133,1388277,187038,388915,1889456,2491887
5552,2,2021,3,641495,286124,315900,1976693,115997,119534,1923789,3725672
5553,1,2022,2,179763,172460,238993,2522831,181014,253444,1454517,3396667
5554,2,2023,4,615913,466629,166249,1442083,177152,132913,784304,3681566
5555,4,2021,4,964291,239254,211454,2803753,215061,177250,1766201,756661
5556,4,2022,12,420346,223149,394902,539702,118933,211622,1868580,501655
5557,2,2024,5,838999,417913,353282,1534192,170173,233283,1907333,4660355
5558,1,2023,9,295182,472408,270953,2857325,87417,77840,628510,1302144
5559,3,2021,8,361682,416209,296240,853571,51596,162934,1165267,2129134
5560,1,2022,7,481653,120265,54906,2867773,161278,287460,788585,1335107
5561,5,2025,12,177502,424963,121457,1176641,219426,395722,919313,2037476
5562,4,2025,3,960136,363790,251080,754658,108103,397331,1214779,4570803
5563,5,2023,2,968153,273941,321447,1534278,72786,205009,1322367,2448311
5564,1,2021,5,281992,176494,198530,377766,239798,374507,211125,2906416
5565,3,2025,4,160314,166780,115154,323220,238481,392765,1598141,809587
5566,2,2023,11,726712,412829,100174,2624130,224013,156273,1333078,799987
5567,4,2024,6,976561,95107,368489,691711,197464,307263,445706,1915388
5568,3,2025,5,496384,435781,245541,2382624,227845,322950,1305853,2491660
5569,1,2024,8,890130,474887,242231,1990437,295561,368316,346608,1879667
5570,1,2021,5,681135,444230,398891,347433,100876,309632,523144,2772826
5571,4,2021,5,804288,380276,156567,490577,99705,265640,1836880,2434983
5572,3,2024,9,154256,495783,325155,467007,291943,367259,1169733,1026810
5573,3,2024,6,197682,56322,210352,2075369,299431,126517,1949012,563277
5574,2,2025,7,902524,147203,135243,1984864,192922,270798,979413,519469
5575,4,2022,2,550314,376530,330040,1027149,297945,143322,1895533,4329578
5576,5,2024,1,738660,133572,71859,2526207,196954,354827,1025092,2465734
5577,5,2022,2,876103,304292,326200,2193064,192641,245136,1669817,635179
5578,5,2021,11,626061,441474,287490,450176,205770,223817,669973,2928398
5579,1,2022,3,707096,463544,234833,828715,266245,201178,1736580,742325
5580,5,2022,12,568151,99605,224819,1545099,201484,366852,1214989,4856930
5581,5,2025,11,295184,463971,344181,1765466,287814,59216,265149,2099835
5582,5,2022,8,996153,334014,370324,1025890,253660,252003,819036,815124
5583,5,2024,1,254870,241021,222881,2602579,77032,67199,591523,1474567
5584,3,2024,4,407177,54084,110640,2010169,151705,149625,1279269,4806048
5585,5,2023,3,685177,481236,300163,2643203,214242,115472,1709423,3570142
5586,1,2025,6,171777,339922,167144,495982,248414,136172,295544,4229297
5587,1,2021,9,359866,150145,188579,1478004,188904,200174,403021,3595574
5588,4,2023,12,713851,218918,339149,2635868,215900,330791,1406133,2329396
5589,4,2022,9,548762,200939,286715,2127553,238155,369039,1600636,1339144
5590,5,2022,6,482097,207136,55879,1304842,69893,329718,1398194,3586195
5591,3,2022,11,957543,181422,171040,578101,271226,141472,1476094,789015
5592,4,2025,3,532565,106497,247479,2472437,188251,159034,510538,3316532
5593,5,2022,3,147819,239681,384655,1698018,60106,165771,1457152,947701
5594,4,2022,6,533354,425035,63908,1069753,74486,348687,1486098,1836448
5595,5,2021,4,358075,135196,69557,2765841,253756,183929,1695044,4386785
5596,4,2022,9,147008,489397,318207,1289024,56156,321939,1291693,4761149
5597,1,2021,10,552210,428669,213014,2690205,82499,264440,1761537,4286119
5598,3,2025,1,287490,239565,100895,1094194,89642,108380,630463,4217165
5599,3,2021,7,268036,478151,355961,2448624,164543,271435,1791222,2975513
5600,4,2024,9,579602,408230,298443,2562681,153253,357007,921946,4071144
5601,1,2023,1,641264,353065,338045,2620262,250618,151835,651916,2404715
5602,1,2025,5,230297,446704,381728,1669676,219159,247076,1022668,2160619
5603,4,2025,2,286864,455718,261103,581783,171236,188627,1172827,1752631
5604,3,2024,8,738844,316262,97872,2142121,172788,63333,1144023,4376004
5605,5,2021,11,992725,360471,99895,1883081,242838,169175,739845,2433934
5606,1,2022,4,210345,455249,286367,1250963,88044,115586,1857991,3974218
5607,4,2024,12,835778,494199,275865,1194486,283103,281828,1100371,3751103
5608,4,2021,3,420778,307148,381219,2175526,64663,120934,788467,1558182
5609,1,2021,9,317051,421796,268114,645870,215899,209033,944601,736815
5610,5,2022,2,313713,260322,134035,2901752,162944,111292,1103215,3242091
5611,4,2023,2,534171,200537,121176,1366479,180186,296500,846237,906710
5612,4,2022,3,911776,325880,336998,1912133,132895,174521,1520642,1372302
5613,2,2023,8,687432,202667,97083,506873,287014,318542,742718,3029690
5614,3,2021,11,666962,437391,209431,799553,203495,101973,1853749,3446573
5615,1,2021,9,411840,378999,279875,338854,192555,394390,1788471,2879213
5616,2,2022,2,981441,197680,390167,1056166,104970,343466,1385362,649523
5617,2,2022,3,545964,199925,382869,555698,62134,326394,1471658,2730437
5618,4,2023,6,531333,141529,204784,1567153,51218,251591,1912534,4198889
5619,1,2021,4,254298,373100,200777,375190,283807,385315,1595967,1001940
5620,3,2022,7,915144,418096,288210,2540865,140666,108513,1205721,2001274
5621,1,2023,11,972508,197635,107804,2199071,297689,217621,1978728,1239911
5622,4,2022,4,852307,69370,264586,1310445,291177,100210,947458,1548632
5623,3,2022,4,117276,134147,323066,2025137,171022,207435,984994,2254083
5624,4,2025,3,467598,216864,193444,1888688,299063,58115,1430969,3165128
5625,3,2022,6,967769,278492,371652,1729253,288578,287367,254887,734667
5626,5,2022,10,254090,223891,182100,2363540,283162,174415,1794590,2445556
5627,5,2025,10,590744,284302,242725,448621,125426,207469,1660024,2869837
5628,5,2022,11,604938,330411,172055,1434270,180494,330131,1516199,3437940
5629,2,2023,3,944764,319429,204868,1706037,285144,212170,643965,2766967
5630,5,2024,3,261507,241571,213933,1636937,137553,375657,1499732,4114588
5631,1,2023,3,298669,96137,83097,802449,209683,295935,907750,1835174
5632,2,2021,6,216300,210247,151284,1700122,136054,76529,1414992,2892558
5633,1,2023,8,426505,294680,347454,2971943,251262,204503,799214,3872044
5634,3,2022,12,486467,238864,386988,455090,265646,387620,1508502,2245097
5635,2,2025,12,702107,117509,200699,1720886,180479,320285,867353,782081
5636,2,2025,6,850557,396753,324046,1697164,288131,328246,227084,1169771
5637,1,2021,1,639710,433710,283519,1822818,71091,376575,1565977,2744848
5638,2,2023,2,539121,362504,203030,433348,199704,147824,1336607,3392403
5639,3,2023,4,844772,191418,228203,2540400,292928,325619,1265168,3944402
5640,3,2021,4,364975,236272,146544,1986223,141381,313581,357449,2947713
5641,1,2021,12,728960,358097,315998,928617,252234,106739,1835667,4570284
5642,4,2021,12,228766,231226,393871,2050144,106879,217002,333000,3554168
5643,3,2021,3,179714,102514,227566,1722671,143019,122552,1497585,1523385
5644,1,2024,2,375613,361899,220636,907629,254866,334459,1113179,640756
5645,3,2023,4,426551,353561,166015,1729941,236624,394646,1119078,4025712
5646,2,2022,5,783723,238826,325056,1055551,194492,116887,588959,2670548
5647,2,2023,2,177356,61393,215647,781440,188998,77583,1312417,4768351
5648,4,2023,9,630768,446486,260140,615526,114986,128438,1896176,2982999
5649,1,2021,9,753591,163447,370115,1990032,258500,398460,1008221,2665842
5650,5,2021,11,296949,223986,160685,1019370,226221,346427,942075,3315098
5651,3,2021,10,444823,241742,244211,916042,123650,122493,672014,3363968
5652,1,2025,7,966665,109662,78377,491793,287345,74767,1112645,3369637
5653,5,2021,8,246860,465742,130726,1036324,237944,93245,1316691,3895889
5654,5,2024,1,945259,154930,144314,1547610,158541,282138,1081843,3330443
5655,5,2021,8,513985,164250,362920,737252,69386,247761,1602912,4674258
5656,3,2025,7,748573,302689,306232,1806674,243832,220814,1365717,3086989
5657,4,2023,11,521203,369238,130854,436298,56263,209820,1391289,739661
5658,4,2023,7,363862,174422,212595,911607,260994,240838,1863647,2011555
5659,2,2023,9,278263,435189,385514,789604,113247,297920,601409,737997
5660,5,2025,5,971183,412789,177864,1537420,194809,80296,850500,2819631
5661,5,2022,10,935500,329114,325351,2170600,278420,134744,365014,1341037
5662,3,2023,11,451527,91953,57442,568272,143966,378944,1422096,2393025
5663,5,2023,6,141052,416376,166442,1570717,120026,177070,1922247,1287097
5664,5,2021,8,126986,387601,206154,1211280,53963,199619,1157196,2839325
5665,5,2022,7,657099,187575,119191,789045,105410,289811,507340,3414651
5666,2,2022,10,587890,331940,361862,2091194,138208,283923,835658,2148652
5667,3,2022,2,136841,196903,207599,825041,196873,338202,1384755,3896998
5668,2,2022,4,479537,482845,298051,2018666,255601,265413,1385607,3795433
5669,4,2025,8,573351,294137,175764,903153,250178,325223,337967,1985482
5670,4,2022,2,875092,276881,383053,2343629,251860,64290,991525,937710
5671,1,2022,3,270386,74730,128746,1619908,129435,132630,1219521,4775941
5672,1,2022,1,278088,458930,174123,2366200,270685,328965,523779,4525768
5673,2,2024,7,940307,384837,374713,2923984,210487,170631,1311784,812769
5674,2,2021,11,537123,469348,190676,915700,173011,244162,1621058,1122433
5675,2,2025,2,401360,167737,60419,2898293,220213,336187,1280570,1305512
5676,3,2022,10,755584,146455,332862,1488394,184607,326447,1837963,2429418
5677,5,2021,11,371861,186811,262817,1422442,144219,160524,1926059,2162153
5678,2,2022,11,377508,335802,316025,1651082,64777,57787,1957317,2389118
5679,1,2025,5,215670,488793,155903,417112,90252,287052,1491089,1087179
5680,2,2023,3,386161,382719,237364,2706952,272256,334404,836258,1127007
5681,2,2021,3,976256,471443,224182,1522643,120008,186756,733924,1371764
5682,1,2022,6,384217,223087,185381,1292139,124235,330650,1546047,2527738
5683,3,2025,3,808923,252924,61269,2164535,274565,103154,832572,1720759
5684,1,2022,1,670250,116295,361627,813224,201934,57484,1738023,4048063
5685,3,2022,2,519640,303597,243747,1331988,184017,383254,257064,3268815
5686,4,2022,2,804042,60043,162461,2744198,178084,331602,651423,2519756
5687,3,2025,7,866675,379129,153772,1214470,236786,258062,459949,742115
5688,3,2024,3,409253,170171,307976,832201,134537,54571,293327,880206
5689,2,2023,9,783393,279415,392506,1458240,169393,141021,1572483,1845363
5690,3,2022,5,656122,286759,129899,2153114,286730,73154,1962073,2944023
5691,5,2022,10,572522,294843,88943,2896787,165182,169955,1488187,2534680
5692,2,2022,8,934044,273434,244693,1755818,235409,267840,789902,2738334
5693,4,2022,10,358924,279004,370917,1862364,230359,184033,382786,1809953
5694,5,2022,2,494886,462627,158499,1476597,286376,315552,1761259,3220816
5695,1,2025,6,227202,447198,392880,2094613,126444,182131,1300150,1363395
5696,1,2022,2,929542,287680,135179,2644155,270648,206688,653618,1932754
5697,3,2024,6,991331,419628,208259,475936,274753,93105,1707168,1949748
5698,3,2023,6,234101,207863,278759,1593808,86499,189784,248742,1951396
5699,3,2025,8,764931,130999,306808,2312572,213790,315071,1634708,4234866
5700,4,2022,6,599063,368779,263552,2221265,283991,191365,1221733,4061304
5701,1,2021,6,553271,87459,133260,2219244,213198,397706,1549707,836377
5702,3,2023,10,918020,393614,201158,432347,204621,183034,870894,4036280
5703,2,2025,12,102578,384976,383200,2448788,268412,281476,527883,2041988
5704,2,2025,11,350915,377789,333362,2370691,88354,292784,1637917,3741936
5705,5,2024,10,736898,399866,169770,1621321,117373,295060,1971247,3561391
5706,3,2025,2,871661,307191,240475,2392768,171313,242237,1335928,4449912
5707,4,2024,1,365836,51272,251373,2462052,189113,363871,1419779,1993403
5708,1,2021,5,551404,358188,101443,676666,68029,135390,1428582,2913704
5709,1,2022,12,358622,371229,358518,615912,199431,393664,1377733,1098598
5710,3,2023,4,783933,350474,331775,958461,221306,102018,1110820,1602365
5711,3,2022,11,638532,119056,227413,1547440,94408,218817,736040,828280
5712,5,2022,9,866618,394306,264932,2194379,221084,299069,865487,3969840
5713,4,2023,4,617298,493769,398421,358670,180088,156099,1432965,2142470
5714,1,2024,12,946321,188979,365488,875252,127493,115456,1470892,2164074
5715,4,2024,11,123681,402965,352580,2762673,210923,150248,491863,2970036
5716,5,2025,9,465452,399433,261463,1422337,68075,94781,642103,4259656
5717,2,2024,8,212512,201644,176580,2901311,136272,155950,777697,4111979
5718,3,2024,1,960292,254850,387711,2258064,292671,135934,1817378,3174068
5719,3,2025,10,938143,377457,308872,633875,107579,103538,931951,2459013
5720,2,2024,6,144215,262066,57976,2305325,244067,68000,767795,4557432
5721,5,2022,2,119112,308327,168452,1928800,53018,231625,544893,1868371
5722,3,2021,3,491575,483024,120438,1663409,154674,283154,385269,2219367
5723,3,2022,10,917525,359897,265342,2218055,139499,225556,535180,4015319
5724,4,2024,10,825180,370506,122403,2861554,274168,219033,1389922,3828303
5725,5,2024,9,614407,333999,154965,1656211,279612,199970,1647297,3377073
5726,5,2021,7,141662,425231,368595,711284,202075,383192,819104,2294603
5727,2,2021,11,948708,255120,95730,2685340,256618,94870,639887,4836207
5728,3,2024,9,473301,243160,104179,1783844,94768,195170,1005333,2213437
5729,5,2022,9,499744,485358,308730,1774113,52714,286479,429314,4633120
5730,5,2023,2,718368,139457,284791,1388105,75756,378929,989983,651278
5731,4,2024,6,520305,404141,65079,2564485,222849,396651,1079297,4858767
5732,2,2022,10,292359,223853,303253,364238,281169,386048,454833,3343652
5733,2,2025,4,383867,248573,257707,504511,86260,276953,417848,2630636
5734,4,2022,4,293150,172622,386072,544985,225163,213087,1003157,4824902
5735,1,2022,7,165755,467581,286784,2799278,168767,356866,1267058,1828858
5736,1,2025,2,670903,311575,364389,2564416,234132,75640,519079,4920232
5737,4,2024,4,950137,332989,86978,716874,196428,298882,203562,4848520
5738,5,2022,12,524885,172585,242728,2120322,129066,178205,1032640,1296746
5739,3,2022,11,681090,388724,255494,390624,191972,173279,1905552,3989036
5740,3,2021,5,952307,389253,206329,1061327,227988,62734,285187,4404128
5741,2,2021,5,646854,116310,153187,2303048,72729,249155,408037,4764397
5742,5,2025,3,644147,407606,68821,2318895,132642,354203,1131744,2054070
5743,3,2023,5,419604,81991,187516,1836918,107054,53212,452444,4013885
5744,3,2024,11,537245,303836,379047,1330554,274598,83385,1139288,4449103
5745,2,2022,7,141395,262631,165220,1355721,130329,265766,1814938,2380044
5746,4,2023,12,314237,454441,210684,1088485,188620,362305,1778294,2812958
5747,3,2024,4,974168,142703,384055,1397460,112871,371722,349478,4309173
5748,5,2022,2,407461,63157,139035,2315152,172241,188926,1267602,1493666
5749,4,2022,5,541240,93282,204635,896453,174875,349821,1038819,548720
5750,2,2023,12,257611,379477,363430,543714,266559,92291,429434,4689988
5751,1,2022,7,815297,153413,167342,818584,147755,395556,259120,2854777
5752,4,2021,11,884322,93422,339779,1436608,78212,79949,983123,1641733
5753,4,2022,5,826256,497945,308765,2414336,115332,189938,898757,2744902
5754,4,2023,1,139159,207966,386578,695599,219396,382298,1039572,3351125
5755,2,2023,1,829357,462312,138629,1043278,96843,276641,1711035,742135
5756,5,2022,7,827465,372493,202115,2852566,226900,181756,1933491,3494851
5757,4,2022,1,665503,479268,130604,1123733,141501,292378,1895568,3386200
5758,5,2023,3,903161,473335,219101,958376,210807,103371,308443,1242174
5759,1,2025,10,446581,309650,340925,542497,220898,102994,246351,1818377
5760,5,2024,8,403752,137924,347459,1833296,61382,292028,1494141,1495724
5761,3,2021,5,276427,406824,340207,1142696,218359,310677,819145,1658565
5762,5,2024,12,481190,206303,346209,2634652,172591,55334,296402,763341
5763,4,2024,4,286739,57929,334276,801375,145765,337690,451349,930680
5764,4,2024,11,126854,433778,357398,2046990,205314,172935,281620,800326
5765,1,2022,5,626251,493615,167624,2471731,215349,216414,430341,768966
5766,1,2025,3,136422,431559,198503,1600922,116338,335400,1429399,2097250
5767,2,2022,11,816820,63526,146312,1560359,208634,256783,1601688,1654265
5768,2,2024,7,152116,439230,51250,1337010,195506,174410,448372,2697068
5769,4,2025,7,520744,295590,323597,2982487,86637,179464,298561,2395315
5770,4,2025,8,677420,395504,275820,1067398,115860,259931,1644309,2476407
5771,3,2021,11,932926,370000,229173,2251808,269634,140690,1404203,2805837
5772,1,2022,2,492273,231738,224716,1579934,260167,383782,1881524,4468258
5773,1,2023,5,396697,176498,280843,2547537,136434,226179,1348755,1215477
5774,4,2025,3,917930,89303,254823,2531820,109637,70749,1143456,3335486
5775,3,2022,6,943306,462583,364546,903473,239827,123711,569221,2119415
5776,1,2021,3,506107,416831,249586,409145,209759,216524,1332493,2297296
5777,2,2024,3,900044,407937,160147,1392912,111313,147153,283526,2836137
5778,1,2024,4,976734,252151,175062,1052777,86250,246110,1764407,635425
5779,5,2025,9,278915,322398,285001,519189,96887,303414,1856909,1400642
5780,3,2024,8,208911,428490,154000,1973204,155942,301213,1777093,1683536
5781,2,2024,3,954961,388970,131611,2094315,238556,163424,1886390,595082
5782,5,2025,5,875857,163265,105631,2023926,155630,302406,876702,4586563
5783,4,2023,9,942236,285621,251248,1013308,216488,308595,1460468,4673754
5784,3,2025,6,697923,319482,171638,412535,168756,96616,220400,2319959
5785,2,2024,4,134720,191761,135526,2836606,73779,216500,1586069,3352655
5786,4,2021,8,949127,267913,255975,2270755,157273,198866,1671813,2627462
